No,accessions,anastomosis_group,host_common,host_scientific,host_groups,country,year,Comment
367,KJ777621,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
368,KJ777622,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
369,KJ777623,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
370,KJ777624,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
371,KJ777625,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
372,KJ777626,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
373,KJ777627,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
374,KJ777628,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
375,KJ777635,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
376,KJ777638,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
377,KJ777639,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
378,KJ777646,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
379,KJ777647,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
380,KJ777648,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
381,KJ777649,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
382,KJ777650,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
383,KJ777651,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
384,KJ777652,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
385,KJ777653,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
386,KJ777660,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
387,KJ777661,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
388,KJ777662,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
389,KJ777663,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
390,KJ777664,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
391,KJ777665,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
392,KJ777666,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
393,KJ777667,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
394,KP013070,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
395,KP013071,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
396,KP298006,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
397,KP298007,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
398,KP298008,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
399,KP403279,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2014,Muzhinji et al. 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)
400,KR005947,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
401,KR005948,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
402,KR005949,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
403,KR005950,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
404,KR005951,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
405,KR005952,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
406,KR005953,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
407,KR005954,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
408,KR005955,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
409,KR005956,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
410,KR005957,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
411,KR005958,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
412,KR005959,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
413,KR005960,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
414,KR005961,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
415,KR005962,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
416,KR005963,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
417,KR005964,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
418,KR005965,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
419,KR005966,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
420,KR005967,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
421,KR005968,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
422,KR005969,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
423,KR005970,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
424,KR005971,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
425,KR005972,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
426,KR005973,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
427,KR005974,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
428,KR005975,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
429,KR005976,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
430,KR005977,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
431,KR005978,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
432,KR005979,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
433,KR005980,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
434,KR005981,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
435,KR005982,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
436,KR005983,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
437,KR005984,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
438,KR005985,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
439,KR005986,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
440,KR005987,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
441,KR005988,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
442,KR005989,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
443,KR005990,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
444,KR005991,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
445,KR005992,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
446,KR005997,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
447,KR005999,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
448,KR006000,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
449,KR006001,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
450,KR006002,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
451,KR006003,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
452,KR006005,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
453,KR006006,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
454,KR006007,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
455,KR006008,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
456,KR006009,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
457,KR006010,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
458,KR006011,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
459,KR006012,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
460,KR006013,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
461,KR006014,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
462,KR006015,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
463,KR006016,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
464,KR006017,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
465,KR006019,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
466,KR006020,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
467,KR006021,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
468,KR006022,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
469,KR006023,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
470,KR006024,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
471,KR006025,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
472,KR006026,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
473,KR006031,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
474,KR006036,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
475,KR006037,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
476,KR006038,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
477,KR006039,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
478,KR006041,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
479,KR006043,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
480,KR006045,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
481,KR006046,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
482,KR006047,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
483,KR006048,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
484,KR006049,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
485,KR006050,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
486,KR006051,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
487,KR006052,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
488,KR006053,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
489,KR006054,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
490,KR006055,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
491,KR006056,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
492,KR006057,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
493,KR006058,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
494,KR006059,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
495,KR006060,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
496,KR006061,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
497,KR006068,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
498,KR006071,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
499,KR006073,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
500,KR006074,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
501,KR006076,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
502,KR006078,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
503,KR006080,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
504,KR006081,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
505,KR006083,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
506,KR006086,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
507,KR006089,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
508,KR006091,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
509,KR006092,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
510,KR006093,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
511,KR006094,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
512,KR006095,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
513,KR006096,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
514,KR006097,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
515,KR006101,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
516,KR006102,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
517,KR006103,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
518,KR006104,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
519,KR006105,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
520,KR006106,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
521,KR006107,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
522,KR006108,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
523,KR006109,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
524,KR006110,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
525,KR006111,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
526,KR006112,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
527,KR006114,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
528,KR006115,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
529,KR006116,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
530,KR006117,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
531,KR006118,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
532,KR006119,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
533,KR006120,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
534,KR006121,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
535,KR006122,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
536,KR006123,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
537,KR006124,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
538,KR006125,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
539,KR006127,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
540,KR006128,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
541,KR006130,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
542,KR006131,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
543,KR006132,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
544,KR006134,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
545,KR006135,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
546,KR006136,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
547,KR006137,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
548,KR006138,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
549,KR006139,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
550,KR006140,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
551,KR006141,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
552,KR006142,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
553,KR006143,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
