No,accessions,strain,strain_summarized,anastomosis_group.AG.,host,host_common,host_scientific,host_families,host_group_summarized,country,state_province,collection_date,year,continent,region,Latitude,Longitude,manuscript
161,MG515408,AG1-IB,AG1-IB,AG-1,kiwifruit,kiwifruit,Actinidia deliciosa,Actinidiaceae,Other,Turkey,,NA,2014,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2018 (https://doi.org/10.1111/jph.12758)"
540,MW004329,NA,AG2-1,AG-2,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
541,MW004330,NA,AG2-1,AG-2,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
548,MN265844,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
549,MN265845,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
550,MN265846,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
551,MN265847,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
552,MN265848,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
553,MN265849,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
554,MN265850,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
555,MN265851,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
556,MN265852,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
557,MN265854,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
558,MN265853,AG2-1,AG2-1,AG-2,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassica oleracea var. viridis,Brassicaceae,Brassicaceae,Turkey,,NA,2015,Asia,Europe & Central Asia,34.05,100.62,"Türkkan et al., 2020 (https://doi.org/10.1007/s12600-020-00793-9)"
567,MZ754360,NA,AG2-1,AG-2,bean,bean,Phaseolus vulgaris,Fabaceae,Fabaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Canpolat et al., 2023 (https://doi.org/10.1007/s42161-023-01377-2)"
568,MZ754368,NA,AG2-1,AG-2,bean,bean,Phaseolus vulgaris,Fabaceae,Fabaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Canpolat et al., 2023 (https://doi.org/10.1007/s42161-023-01377-2)"
569,MZ754371,NA,AG2-1,AG-2,bean,bean,Phaseolus vulgaris,Fabaceae,Fabaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Canpolat et al., 2023 (https://doi.org/10.1007/s42161-023-01377-2)"
570,MZ754372,NA,AG2-1,AG-2,bean,bean,Phaseolus vulgaris,Fabaceae,Fabaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Canpolat et al., 2023 (https://doi.org/10.1007/s42161-023-01377-2)"
571,MZ754377,NA,AG2-1,AG-2,bean,bean,Phaseolus vulgaris,Fabaceae,Fabaceae,Turkey,,NA,2022,Asia,Europe & Central Asia,34.05,100.62,"Canpolat et al., 2023 (https://doi.org/10.1007/s42161-023-01377-2)"
572,MZ754380,NA,AG2-1,AG-2,bean,bean,Phaseolus vulgaris,Fabaceae,Fabaceae,Turkey,,NA,2025,Asia,Europe & Central Asia,34.05,100.62,"Canpolat et al., 2023 (https://doi.org/10.1007/s42161-023-01377-2)"
587,MT380166,NA,AG2-1,AG-2,strawberry,strawberry,Fragaria x ananassa,Rosaceae,Other,Turkey, Erzincan,2009,2009,Asia,Europe & Central Asia,34.05,100.62,"Kesimci et al., 2022 (http://doi.org/10.36899/JAPS.2022.3.0473)"
588,MT380167,NA,AG2-1,AG-2,strawberry,strawberry,Fragaria x ananassa,Rosaceae,Other,Turkey, Erzincan,2010,2010,Asia,Europe & Central Asia,34.05,100.62,"Kesimci et al., 2022 (http://doi.org/10.36899/JAPS.2022.3.0473)"
589,MT380168,NA,AG2-1,AG-2,strawberry,strawberry,Fragaria x ananassa,Rosaceae,Other,Turkey, Erzincan,2010,2010,Asia,Europe & Central Asia,34.05,100.62,"Kesimci et al., 2022 (http://doi.org/10.36899/JAPS.2022.3.0473)"
590,MT380169,NA,AG2-1,AG-2,strawberry,strawberry,Fragaria x ananassa,Rosaceae,Other,Turkey, Erzincan,2010,2010,Asia,Europe & Central Asia,34.05,100.62,"Kesimci et al., 2022 (http://doi.org/10.36899/JAPS.2022.3.0473)"
626,KC590548,NA,AG2-1,AG-2,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Turkey,,NA,NA,Asia,Europe & Central Asia,34.05,100.62,"Ünal et al., 2023 (DOI: 10.16955/bitkorb.1263982)"
627,KC590550,NA,AG2-1,AG-2,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Turkey,,NA,NA,Asia,Europe & Central Asia,34.05,100.62,"Ünal et al., 2023 (DOI: 10.16955/bitkorb.1263982)"
628,KC590570,NA,AG2-1,AG-2,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Turkey,,NA,NA,Asia,Europe & Central Asia,34.05,100.62,"Ünal et al., 2023 (DOI: 10.16955/bitkorb.1263982)"
746,MN886944,NA,AG2-2IIIB,AG-2,sugarbeet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
747,MN886946,NA,AG2-2IIIB,AG-2,sugarbeet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
748,MN886947,NA,AG2-2IIIB,AG-2,sugarbeet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
749,MN886948,NA,AG2-2IIIB,AG-2,sugarbeet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
750,MN886949,NA,AG2-2IIIB,AG-2,sugarbeet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
751,MN886950,NA,AG2-2IIIB,AG-2,sugarbeet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
752,MT478423,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
753,MT478428,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
754,MT478429,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
755,MT478432,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
756,MT478433,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
757,MT478434,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
758,MT478435,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
759,MT478436,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
760,MT478437,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
761,MT478441,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
762,MT478442,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
763,MT484258,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
764,MT500860,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
765,MT500861,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
766,MT500862,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
767,MT500863,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
768,MT500864,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
769,MT500865,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
770,MT500866,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
771,MT500867,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
772,MT500868,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
773,MT500869,NA,AG2-2IIIB,AG-2,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
1054,MN886952,NA,AG2-2IIIB,AG-2,sugarbeet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
1242,KC590544,NA,AG3,AG-3,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Turkey,,NA,NA,Asia,Europe & Central Asia,34.05,100.62,"Ünal et al., 2023 (DOI: 10.16955/bitkorb.1263982)"
1243,KC590568,NA,AG3,AG-3,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Turkey,,NA,NA,Asia,Europe & Central Asia,34.05,100.62,"Ünal et al., 2023 (DOI: 10.16955/bitkorb.1263982)"
1244,KC590579,NA,AG3,AG-3,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Turkey,,NA,NA,Asia,Europe & Central Asia,34.05,100.62,"Ünal et al., 2023 (DOI: 10.16955/bitkorb.1263982)"
1245,KC590595,NA,AG3,AG-3,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Turkey,,NA,NA,Asia,Europe & Central Asia,34.05,100.62,"Ünal et al., 2023 (DOI: 10.16955/bitkorb.1263982)"
1246,KC590607,NA,AG3,AG-3,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Turkey,,NA,NA,Asia,Europe & Central Asia,34.05,100.62,"Ünal et al., 2023 (DOI: 10.16955/bitkorb.1263982)"
2294,MT478424,NA,AG4-HGI,AG-4,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
2295,MT478426,NA,AG4-HGI,AG-4,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
2296,MT478427,NA,AG4-HGI,AG-4,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
2297,MT478438,NA,AG4-HGI,AG-4,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
2298,MT478440,NA,AG4-HGI,AG-4,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
2299,MT500871,NA,AG4-HGI,AG-4,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
2300,MT500872,NA,AG4-HGI,AG-4,sugarbeet,sugarbeet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
2440,MN886951,NA,AG4-HGI,AG-4,sugarbeet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,Turkey,NA,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Avan et al., 2021 (https://doi.org/10.1007/s00284-021-02470-4)"
2454,MN106336,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Saygi et al., 2020 (https://doi.org/10.1007/s42161-019-00472-7)"
2455,MN106337,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Saygi et al., 2020 (https://doi.org/10.1007/s42161-019-00472-7)"
2456,MN106338,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Saygi et al., 2020 (https://doi.org/10.1007/s42161-019-00472-7)"
2457,MN106339,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Saygi et al., 2020 (https://doi.org/10.1007/s42161-019-00472-7)"
2458,MN106340,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Saygi et al., 2020 (https://doi.org/10.1007/s42161-019-00472-7)"
2459,MN106341,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2017,Asia,Europe & Central Asia,34.05,100.62,"Saygi et al., 2020 (https://doi.org/10.1007/s42161-019-00472-7)"
2460,MW004170,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2461,MW004171,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2462,MW004172,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2463,MW004173,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2464,MW004174,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2465,MW004175,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2466,MW004176,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2467,MW004177,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2468,MW004178,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2469,MW004179,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2470,MW004180,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2471,MW004181,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2472,MW004182,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2473,MW004183,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2474,MW004184,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2475,MW004185,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2476,MW004186,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2477,MW004187,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2478,MW004188,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2479,MW004189,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2480,MW004190,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2481,MW004191,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2482,MW004192,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2483,MW004193,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2484,MW004194,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
2485,MW004195,NA,AG4-HGI,AG-4,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,Turkey,,NA,2019,Asia,Europe & Central Asia,34.05,100.62,"Saygi, S., 2021 (http://libra.omu.edu.tr/tezler/137939.pdf)"
